operator_id,inbound_calls,outbound_calls,missed_inbound_calls,answered_inbound_calls,avg_call_duration,avg_total_call_duration,avg_wait_time,inbound_attempts,pct_missed_calls,total_calls_handled,low_outbound_activity
889640,2,0,0,2,25.0,38.5,13.5,2,0.0,2,False
889754,480,1207,2,478,548.2964824120603,673.3467336683417,52.875,480,0.004166666666666667,1687,False
890226,3,3,0,3,14.2,39.0,27.333333333333332,3,0.0,6,True
890228,6,86,1,5,129.09302325581396,170.02325581395348,17.333333333333332,6,0.16666666666666666,92,True
890232,0,33,0,0,898.9333333333333,929.6,,0,,33,True
890234,0,1,0,0,85.0,97.0,,0,,1,True
890402,539,1243,0,539,1523.540909090909,1643.2545454545455,76.15068493150685,539,0.0,1782,False
890404,516,1349,2,514,1502.2304347826087,1629.304347826087,72.22077922077922,516,0.003875968992248062,1865,False
890406,425,1197,4,421,1640.25,1750.0972222222222,54.33783783783784,425,0.009411764705882352,1622,False
890410,16,1216,0,16,1320.2380952380952,1466.7551020408164,36.0,16,0.0,1232,False
890412,23,1112,0,23,1450.7945205479452,1581.9109589041095,52.714285714285715,23,0.0,1135,False
890416,0,1271,0,0,1473.9424460431655,1640.589928057554,,0,,1271,False
890420,0,695,0,0,1426.8481012658228,1589.3544303797469,,0,,695,False
890422,0,402,0,0,908.3928571428571,1041.6785714285713,,0,,402,True
890582,104,58,1,103,86.53030303030303,116.81818181818181,32.65,104,0.009615384615384616,162,True
890618,73,270,1,72,321.7012987012987,398.0,2.7096774193548385,73,0.0136986301369863,343,True
891152,0,273,0,0,788.635294117647,849.3058823529411,,0,,273,True
891154,0,528,0,0,2067.0169491525426,2147.084745762712,,0,,528,True
891156,0,18,0,0,411.90909090909093,438.0,,0,,18,True
891158,0,264,0,0,1005.0104166666666,1046.8958333333333,,0,,264,True
891160,0,370,0,0,520.4657534246576,618.2465753424658,,0,,370,True
891162,0,104,0,0,370.8285714285714,419.65714285714284,,0,,104,True
891166,0,231,0,0,666.9775280898876,710.3370786516854,,0,,231,True
891170,0,193,0,0,638.8,722.35,,0,,193,True
891192,0,1,0,0,1306.0,1338.0,,0,,1,True
891250,0,2,0,0,110.0,128.0,,0,,2,True
891252,0,86,0,0,295.9230769230769,362.0,,0,,86,True
891254,1,0,0,1,79.0,105.0,26.0,1,0.0,1,False
891410,660,2737,2,658,1268.7471264367816,1397.4022988505747,124.47142857142858,660,0.0030303030303030303,3397,False
891414,503,2498,1,502,1086.2289156626507,1178.2289156626507,100.38983050847457,503,0.0019880715705765406,3001,False
891416,142,758,0,142,417.8157894736842,463.12631578947367,44.276595744680854,142,0.0,900,False
891646,8,0,0,8,29.857142857142858,53.285714285714285,23.428571428571427,8,0.0,8,False
891744,5,6,0,5,16.25,37.625,26.75,5,0.0,11,True
891746,0,33,0,0,185.6,356.2,,0,,33,True
891824,12,32,0,12,148.47368421052633,172.57894736842104,27.857142857142858,12,0.0,44,True
891900,33,0,0,33,234.52941176470588,307.47058823529414,72.94117647058823,33,0.0,33,False
891906,67,0,0,67,434.2413793103448,495.6896551724138,61.44827586206897,67,0.0,67,False
891908,39,9,0,39,295.875,309.625,14.666666666666666,39,0.0,48,True
891918,5,1,0,5,52.5,81.0,31.2,5,0.0,6,True
891946,16,32,0,16,73.33333333333333,106.66666666666667,24.307692307692307,16,0.0,48,True
891948,1,0,0,1,33.0,36.0,3.0,1,0.0,1,False
891970,0,15,0,0,276.5,389.0,,0,,15,True
891976,0,2,0,0,0.0,23.0,,0,,2,True
891988,414,474,0,414,550.9702380952381,616.25,61.34920634920635,414,0.0,888,True
892028,0,1337,0,0,479.25,854.296875,,0,,1337,False
892530,9,9,0,9,44.06666666666667,82.4,43.142857142857146,9,0.0,18,True
892532,65,90,0,65,168.22388059701493,219.08955223880596,66.53571428571429,65,0.0,155,True
892534,28,11,0,28,731.2142857142857,807.9285714285714,117.625,28,0.0,39,True
892536,16,13,0,16,134.42857142857142,168.57142857142858,52.90909090909091,16,0.0,29,True
892538,10,116,0,10,365.92,474.12,50.0,10,0.0,126,True
892798,1,36,0,1,56.75,127.0,43.0,1,0.0,37,True
892800,0,8,0,0,430.3333333333333,463.0,,0,,8,True
893172,38,3,0,38,148.04,185.36,38.91304347826087,38,0.0,41,True
893400,2,3,0,2,18.0,33.4,19.5,2,0.0,5,True
893402,338,51,3,335,270.5213675213675,325.991452991453,67.7439024390244,338,0.008875739644970414,389,True
893420,206,29,1,205,267.09722222222223,334.31944444444446,82.76470588235294,206,0.0048543689320388345,235,True
893674,0,2468,0,0,699.9036144578313,1253.5060240963855,,0,,2468,False
893700,0,6,0,0,22.666666666666668,92.66666666666667,,0,,6,True
893804,2433,3413,10,2423,977.280276816609,1240.7612456747404,116.42990654205607,2433,0.004110152075626798,5846,False
894120,18,0,1,17,157.22222222222223,204.77777777777777,47.55555555555556,18,0.05555555555555555,18,False
894224,11,33,1,10,55.1764705882353,78.76470588235294,12.777777777777779,11,0.09090909090909091,44,True
894226,0,24,0,0,10.272727272727273,41.36363636363637,,0,,24,True
894230,6,15,1,5,54.75,75.16666666666667,31.666666666666668,6,0.16666666666666666,21,True
894232,4,16,1,3,28.923076923076923,52.76923076923077,14.333333333333334,4,0.25,20,True
894614,8,0,1,7,244.5,263.6666666666667,19.166666666666668,8,0.125,8,False
894656,20,3167,0,20,818.1764705882352,1022.2549019607843,32.2,20,0.0,3187,False
894662,1,37,0,1,539.8888888888889,567.5555555555555,9.0,1,0.0,38,True
894934,0,19,0,0,10.0,43.666666666666664,,0,,19,True
895140,4,0,0,4,45.5,121.5,76.0,4,0.0,4,False
895170,11,0,0,11,76.4,92.5,16.1,11,0.0,11,False
895172,8,82,0,8,168.48717948717947,210.5897435897436,15.333333333333334,8,0.0,90,True
895266,2,1,0,2,11.666666666666666,20.333333333333332,10.0,2,0.0,3,True
895370,0,10,0,0,108.5,143.0,,0,,10,True
895574,96,0,3,93,238.93617021276594,269.9148936170213,30.97872340425532,96,0.03125,96,False
895576,70,0,1,69,137.975,168.15,30.175,70,0.014285714285714285,70,False
895578,57,0,0,57,121.56756756756756,144.3783783783784,22.81081081081081,57,0.0,57,False
895598,3,2,0,3,18.0,28.5,9.0,3,0.0,5,True
895774,13,105,0,13,184.71794871794873,225.05128205128204,23.666666666666668,13,0.0,118,True
895776,12,239,1,11,208.71698113207546,276.8679245283019,17.5,12,0.08333333333333333,251,True
895782,13,0,0,13,60.875,92.0,31.125,13,0.0,13,False
895786,36,0,0,36,149.5,209.0,59.5,36,0.0,36,False
896008,0,193,0,0,165.76,193.93333333333334,,0,,193,True
896010,10,4,0,10,49.2,69.1,26.571428571428573,10,0.0,14,True
896012,244,0,1,243,487.11290322580646,510.83870967741933,23.725806451612904,244,0.004098360655737705,244,False
896014,14,8,0,14,54.833333333333336,68.72222222222223,15.75,14,0.0,22,True
896016,71,254,0,71,118.45323741007195,146.07194244604315,19.0,71,0.0,325,True
896018,8,9,0,8,27.866666666666667,48.93333333333333,27.125,8,0.0,17,True
896020,16,0,0,16,157.33333333333334,162.33333333333334,5.0,16,0.0,16,False
896382,36,392,0,36,1091.1612903225807,1374.8709677419354,39.09090909090909,36,0.0,428,True
896384,0,28,0,0,1038.0,1246.6666666666667,,0,,28,True
896386,0,76,0,0,2068.0,2993.0,,0,,76,True
896390,0,97,0,0,840.4,1037.5,,0,,97,True
896428,23,185,0,23,462.7692307692308,530.5641025641025,23.625,23,0.0,208,True
896430,1,14,0,1,147.6,176.0,13.0,1,0.0,15,True
896536,182,0,2,180,356.6268656716418,413.089552238806,56.46268656716418,182,0.01098901098901099,182,False
896538,14,0,1,13,189.72727272727272,250.1818181818182,60.45454545454545,14,0.07142857142857142,14,False
896708,66,152,0,66,701.0,801.4117647058823,72.0,66,0.0,218,True
897030,6,75,0,6,202.8095238095238,256.6666666666667,15.2,6,0.0,81,True
897872,3,49,1,2,171.89655172413794,183.86206896551724,21.666666666666668,3,0.3333333333333333,52,True
897894,0,19,0,0,1846.0,1899.2,,0,,19,True
898414,24,59,1,23,597.2857142857143,758.5714285714286,86.0,24,0.041666666666666664,83,True
898422,64,23,1,63,263.8181818181818,296.54545454545456,46.7,64,0.015625,87,True
898434,0,10,0,0,1.0,67.83333333333333,,0,,10,True
898558,22,0,0,22,66.66666666666667,118.5,51.833333333333336,22,0.0,22,False
898560,19,0,0,19,144.0,222.0,78.0,19,0.0,19,False
898676,2,0,0,2,78.5,86.5,8.0,2,0.0,2,False
898892,12,82,0,12,122.6086956521739,165.2173913043478,19.9,12,0.0,94,True
898902,0,22,0,0,95.14285714285714,162.57142857142858,,0,,22,True
898906,19,127,0,19,715.6153846153846,924.7692307692307,57.0,19,0.0,146,True
898920,13,37,0,13,946.0,1127.0,97.0,13,0.0,50,True
899076,0,2,0,0,0.0,23.5,,0,,2,True
899082,655,1511,1,654,431.81951219512194,630.1853658536585,195.1159420289855,655,0.0015267175572519084,2166,False
899250,286,1374,5,281,296.0462962962963,454.10185185185185,54.48809523809524,286,0.017482517482517484,1660,False
899268,31,0,2,29,131.91666666666666,158.75,26.833333333333332,31,0.06451612903225806,31,False
899788,0,603,0,0,1464.6410256410256,1760.871794871795,,0,,603,False
899790,0,716,0,0,2256.060606060606,2727.7272727272725,,0,,716,False
899892,3,0,0,3,63.666666666666664,95.33333333333333,31.666666666666668,3,0.0,3,False
899898,2,0,0,2,590.0,615.0,25.0,2,0.0,2,False
899900,2,0,0,2,191.0,249.0,58.0,2,0.0,2,False
899906,1,0,0,1,626.0,645.0,19.0,1,0.0,1,False
899912,1,0,0,1,189.0,208.0,19.0,1,0.0,1,False
899932,0,711,0,0,2137.139534883721,2446.3720930232557,,0,,711,False
899964,0,418,0,0,2100.896551724138,2375.0689655172414,,0,,418,True
899968,0,364,0,0,1592.3,1830.5666666666666,,0,,364,True
899972,0,191,0,0,728.625,830.90625,,0,,191,True
900180,9,1682,0,9,621.6923076923077,920.6538461538462,36.0,9,0.0,1691,False
900192,1,1,0,1,1.0,6.0,5.0,1,0.0,2,True
900194,55,43,2,53,248.75806451612902,289.8225806451613,32.75,55,0.03636363636363636,98,True
900352,183,307,3,180,342.50735294117646,398.05882352941177,55.21052631578947,183,0.01639344262295082,490,True
900354,142,477,4,138,367.3422818791946,429.97986577181206,51.48936170212766,142,0.028169014084507043,619,True
900458,1,28,0,1,32.0,84.81818181818181,9.0,1,0.0,29,True
900492,17,234,1,16,108.94174757281553,166.04854368932038,17.0,17,0.058823529411764705,251,True
900592,265,109,0,265,351.962962962963,392.55555555555554,44.85,265,0.0,374,True
900594,34,201,0,34,358.2289156626506,385.855421686747,18.25,34,0.0,235,True
900614,22,34,0,22,98.54285714285714,112.74285714285715,17.916666666666668,22,0.0,56,True
900742,22,16,0,22,93.58823529411765,117.23529411764706,31.444444444444443,22,0.0,38,True
900746,26,49,2,24,171.6,203.0,55.54545454545455,26,0.07692307692307693,75,True
900788,124,92,1,123,306.65,332.825,19.071428571428573,124,0.008064516129032258,216,True
900790,44,55,0,44,328.28,369.32,46.375,44,0.0,99,True
900792,1,7,0,1,28.2,50.2,34.0,1,0.0,8,True
900826,86,510,0,86,327.5212121212121,395.73939393939395,19.695652173913043,86,0.0,596,True
900892,329,933,3,326,356.8170731707317,424.7154471544715,25.666666666666668,329,0.00911854103343465,1262,False
900894,110,218,1,109,222.7537313432836,257.56716417910445,29.931818181818183,110,0.00909090909090909,328,True
901034,13,12,0,13,109.3529411764706,124.29411764705883,15.9,13,0.0,25,True
901038,5,33,0,5,195.92307692307693,213.57692307692307,28.5,5,0.0,38,True
901178,288,25,0,288,458.46666666666664,523.0666666666667,85.43333333333334,288,0.0,313,True
901350,92,0,0,92,108.90625,182.125,73.21875,92,0.0,92,False
901492,30,3,0,30,111.14814814814815,140.0,30.208333333333332,30,0.0,33,True
901498,5,0,0,5,49.5,115.75,66.25,5,0.0,5,False
901584,104,172,0,104,154.85,177.175,14.5,104,0.0,276,True
901586,41,94,0,41,172.03389830508473,190.864406779661,11.62962962962963,41,0.0,135,True
901588,27,55,0,27,176.35555555555555,195.26666666666668,8.736842105263158,27,0.0,82,True
901734,28,0,0,28,176.92307692307693,207.15384615384616,30.23076923076923,28,0.0,28,False
901880,1825,2362,11,1814,1431.8543046357615,1598.6655629139073,88.5925925925926,1825,0.006027397260273973,4187,False
901884,566,2024,1,565,918.3312693498452,1039.0557275541796,80.8,566,0.0017667844522968198,2590,False
901886,143,1416,0,143,755.9677419354839,932.3741935483871,54.22,143,0.0,1559,False
901894,30,0,0,30,344.55555555555554,427.0,82.44444444444444,30,0.0,30,False
901992,11,671,0,11,1053.15,1423.25,13.0,11,0.0,682,False
901996,3,26,0,3,185.6,309.8,43.0,3,0.0,29,True
902238,1,1,0,1,10.5,17.0,8.0,1,0.0,2,True
902510,122,1842,2,120,1243.6942148760331,1585.2231404958677,157.96153846153845,122,0.01639344262295082,1964,False
902532,239,867,1,238,987.4636363636364,1174.4272727272728,119.70588235294117,239,0.0041841004184100415,1106,False
902608,13,219,0,13,394.27272727272725,613.0909090909091,27.4,13,0.0,232,True
902720,99,2320,0,99,631.3730158730159,974.8174603174604,47.36363636363637,99,0.0,2419,False
902742,0,1173,0,0,2051.5846153846155,2416.892307692308,,0,,1173,False
902744,0,3149,0,0,1188.8271604938273,1834.3086419753085,,0,,3149,False
902746,0,2452,0,0,1819.4324324324325,2475.635135135135,,0,,2452,False
902748,0,2542,0,0,1145.5862068965516,2104.2758620689656,,0,,2542,False
902774,0,1109,0,0,1126.125,1615.3392857142858,,0,,1109,False
902776,0,1581,0,0,1692.6190476190477,2507.0714285714284,,0,,1581,False
902778,0,1300,0,0,1760.0625,2223.2083333333335,,0,,1300,False
902782,0,1302,0,0,2644.9836065573772,3144.065573770492,,0,,1302,False
902906,48,0,0,48,137.43589743589743,158.66666666666666,21.23076923076923,48,0.0,48,False
902910,28,0,1,27,81.35,118.15,36.8,28,0.03571428571428571,28,False
903254,243,1465,0,243,470.3755656108597,603.1402714932127,59.91304347826087,243,0.0,1708,False
903292,42,301,0,42,1206.65,1468.95,73.625,42,0.0,343,True
903312,127,53,2,125,218.78205128205127,259.9102564102564,42.86538461538461,127,0.015748031496062992,180,True
903318,281,1178,3,278,1002.4922279792746,1132.1243523316061,45.14035087719298,281,0.010676156583629894,1459,False
903390,9,0,0,9,68.57142857142857,88.85714285714286,20.285714285714285,9,0.0,9,False
903512,28,0,0,28,143.58823529411765,213.58823529411765,70.0,28,0.0,28,False
903974,10,0,0,10,46.5,130.0,83.5,10,0.0,10,False
903976,5,0,0,5,67.0,88.0,21.0,5,0.0,5,False
903978,4,6,0,4,35.5,48.5,38.0,4,0.0,10,True
904014,41,1249,0,41,865.0735294117648,1185.7205882352941,38.92307692307692,41,0.0,1290,False
904016,50,4681,2,48,1142.4833333333333,1896.7416666666666,35.61538461538461,50,0.04,4731,False
904038,462,215,2,460,729.8802395209581,772.7185628742515,52.65384615384615,462,0.004329004329004329,677,True
904044,108,23,1,107,523.85,559.95,46.857142857142854,108,0.009259259259259259,131,True
904058,19,0,0,19,73.0,91.29411764705883,18.294117647058822,19,0.0,19,False
904200,7,10,0,7,29.90909090909091,57.18181818181818,24.333333333333332,7,0.0,17,True
904202,7,233,0,7,656.24,818.76,13.5,7,0.0,240,True
904204,5,54,0,5,73.33333333333333,120.04166666666667,40.25,5,0.0,59,True
904284,47,0,0,47,95.89655172413794,121.0,25.103448275862068,47,0.0,47,False
904344,4,5,3,1,46.0,67.0,27.5,4,0.75,9,True
904372,3,0,0,3,22.5,56.5,34.0,3,0.0,3,False
905082,2,0,0,2,5.0,39.0,34.0,2,0.0,2,False
905104,296,187,8,288,251.77464788732394,295.443661971831,81.12698412698413,296,0.02702702702702703,483,True
905300,25,0,6,19,30.4375,64.9375,34.5,25,0.24,25,False
905308,0,3,0,0,0.0,15.0,,0,,3,True
905430,96,751,1,95,1472.12,1790.02,41.625,96,0.010416666666666666,847,False
905432,12,726,0,12,1504.7333333333333,1978.3333333333333,10.666666666666666,12,0.0,738,False
905470,0,3,0,0,94.0,104.0,,0,,3,True
905472,1,9,0,1,23.0,45.25,21.0,1,0.0,10,True
905478,1,0,0,1,22.0,58.0,36.0,1,0.0,1,False
905480,0,1,0,0,0.0,5.0,,0,,1,True
905538,244,3169,2,242,677.2489795918367,897.0979591836734,79.51851851851852,244,0.00819672131147541,3413,False
905542,117,1985,3,114,598.2890995260664,734.4075829383886,43.1,117,0.02564102564102564,2102,False
905564,57,694,1,56,215.305,270.18,45.45161290322581,57,0.017543859649122806,751,False
905566,44,861,1,43,237.23834196891193,299.8238341968912,31.08695652173913,44,0.022727272727272728,905,False
905570,0,96,0,0,137.92857142857142,161.16666666666666,,0,,96,True
905574,4,428,0,4,135.92727272727274,169.9,14.0,4,0.0,432,True
905840,0,7,0,0,66.66666666666667,89.66666666666667,,0,,7,True
905842,2,1031,0,2,714.3697478991596,839.6386554621848,115.5,2,0.0,1033,False
905844,13,1032,0,13,505.4672131147541,681.655737704918,13.583333333333334,13,0.0,1045,False
905862,102,1,15,87,221.42105263157896,252.07894736842104,31.486486486486488,102,0.14705882352941177,103,True
905870,143,559,0,143,678.5,859.8648648648649,54.54838709677419,143,0.0,702,False
905930,70,337,0,70,311.0521739130435,343.3478260869565,13.333333333333334,70,0.0,407,True
905932,36,334,0,36,345.8141592920354,378.92035398230087,11.52,36,0.0,370,True
905934,1,20,0,1,322.93333333333334,333.93333333333334,9.0,1,0.0,21,True
906070,324,71,2,322,1438.4864864864865,1818.4054054054054,889.8,324,0.006172839506172839,395,True
906076,24,1,0,24,897.0,1307.0,611.5,24,0.0,25,True
906294,308,290,1,307,335.9117647058824,364.9235294117647,29.1,308,0.003246753246753247,598,True
906296,4,197,0,4,96.06976744186046,116.54651162790698,32.5,4,0.0,201,True
906392,18,53,7,11,60.4,86.43333333333334,35.57142857142857,18,0.3888888888888889,71,True
906394,30,520,0,30,463.390243902439,502.4390243902439,45.1578947368421,30,0.0,550,True
906396,124,415,3,121,316.73809523809524,367.6984126984127,111.08823529411765,124,0.024193548387096774,539,True
906398,64,40,0,64,173.44642857142858,206.57142857142858,56.67857142857143,64,0.0,104,True
906400,130,426,3,127,244.51973684210526,289.07894736842104,93.8,130,0.023076923076923078,556,True
906402,7,17,0,7,105.3529411764706,130.94117647058823,54.0,7,0.0,24,True
906404,501,613,6,495,840.1103896103896,982.9025974025974,315.3255813953488,501,0.011976047904191617,1114,False
906406,715,1136,3,712,667.256157635468,821.5418719211823,416.1521739130435,715,0.004195804195804196,1851,False
906408,241,87,4,237,540.9672131147541,663.4754098360655,246.85714285714286,241,0.016597510373443983,328,True
906410,232,19,7,225,349.1914893617021,481.3191489361702,177.5,232,0.03017241379310345,251,True
906412,26,315,7,19,205.07777777777778,241.75555555555556,26.666666666666668,26,0.2692307692307692,341,True
906416,5,77,0,5,377.6388888888889,418.1388888888889,16.6,5,0.0,82,True
906418,4,4,0,4,67.83333333333333,88.33333333333333,20.0,4,0.0,8,True
906420,5,29,0,5,189.93333333333334,219.2,11.0,5,0.0,34,True
906680,195,160,2,193,157.48360655737704,236.19672131147541,126.78947368421052,195,0.010256410256410256,355,True
906866,0,655,0,0,779.8965517241379,1140.6206896551723,,0,,655,False
907174,9,2524,0,9,1015.1652173913044,1375.7043478260869,69.625,9,0.0,2533,False
907178,3,174,0,3,114.390625,145.875,36.0,3,0.0,177,True
907180,0,74,0,0,162.16666666666666,186.86666666666667,,0,,74,True
907182,65,230,0,65,190.96330275229357,210.5045871559633,21.0,65,0.0,295,True
907224,48,299,0,48,211.73972602739727,241.6917808219178,52.27272727272727,48,0.0,347,True
907440,6,167,0,6,110.27710843373494,131.0,23.833333333333332,6,0.0,173,True
907442,0,89,0,0,69.17021276595744,101.25531914893617,,0,,89,True
907502,242,0,2,240,202.26666666666668,283.18333333333334,80.91666666666667,242,0.008264462809917356,242,False
907504,5,25,0,5,34.76923076923077,51.38461538461539,27.25,5,0.0,30,True
907618,1,0,0,1,39.0,74.0,35.0,1,0.0,1,False
907952,51,179,2,49,178.45871559633028,195.5045871559633,29.083333333333332,51,0.0392156862745098,230,True
907964,17,60,0,17,190.4,204.6,22.833333333333332,17,0.0,77,True
907970,16,166,0,16,171.75294117647059,184.01176470588234,20.214285714285715,16,0.0,182,True
907972,5,8,0,5,83.0,104.33333333333333,14.25,5,0.0,13,True
907974,3,0,0,3,427.0,436.6666666666667,9.666666666666666,3,0.0,3,False
907982,66,87,1,65,156.13253012048193,178.74698795180723,40.8,66,0.015151515151515152,153,True
907986,1,447,0,1,176.35135135135135,206.27027027027026,20.0,1,0.0,448,True
907994,39,104,0,39,216.91139240506328,233.35443037974684,26.74074074074074,39,0.0,143,True
907998,0,2,0,0,23.0,49.0,,0,,2,True
908002,6,16,0,6,22.0,49.285714285714285,24.75,6,0.0,22,True
908078,42,56,0,42,142.34782608695653,166.82608695652175,23.93103448275862,42,0.0,98,True
908080,5,1,0,5,172.0,187.2,17.5,5,0.0,6,True
908082,27,20,0,27,175.75862068965517,189.27586206896552,15.5,27,0.0,47,True
908098,6,0,0,6,77.0,129.66666666666666,52.666666666666664,6,0.0,6,False
908130,3,0,0,3,74.66666666666667,103.0,28.333333333333332,3,0.0,3,False
908152,13,0,0,13,71.44444444444444,129.44444444444446,58.0,13,0.0,13,False
908162,3,0,0,3,140.5,220.0,79.5,3,0.0,3,False
908180,1,0,0,1,6.0,21.0,15.0,1,0.0,1,False
908300,3,0,0,3,14.5,99.0,84.5,3,0.0,3,False
908640,0,14239,0,0,6018.697674418605,9556.558139534884,,0,,14239,False
908718,0,3,0,0,14.666666666666666,53.333333333333336,,0,,3,True
908834,23,1,0,23,342.2,510.0,195.25,23,0.0,24,True
908958,952,107,3,949,767.6713286713286,957.3986013986014,277.25531914893617,952,0.0031512605042016808,1059,True
908960,695,113,14,681,463.1698113207547,572.3144654088051,150.59259259259258,695,0.02014388489208633,808,True
908984,0,8,0,0,135.5,239.5,,0,,8,True
909134,197,5,1,196,416.8857142857143,516.3285714285714,106.75384615384615,197,0.005076142131979695,202,True
909308,0,15,0,0,0.0,116.33333333333333,,0,,15,True
909392,5,0,0,5,102.6,128.6,26.0,5,0.0,5,False
909452,0,8,0,0,3394.0,3509.0,,0,,8,True
909502,0,786,0,0,1350.2222222222222,1794.5555555555557,,0,,786,False
909624,3,0,0,3,77.5,128.0,50.5,3,0.0,3,False
909768,14,0,0,14,278.64285714285717,320.64285714285717,42.0,14,0.0,14,False
909892,4,4,0,4,95.4,109.8,14.0,4,0.0,8,True
909894,1,0,0,1,19.0,32.0,13.0,1,0.0,1,False
909896,1,0,0,1,16.0,25.0,9.0,1,0.0,1,False
909910,0,318,0,0,258.01724137931035,283.2068965517241,,0,,318,True
910018,123,0,0,123,473.72,531.96,58.24,123,0.0,123,False
910038,2,0,0,2,102.0,117.0,15.0,2,0.0,2,False
910044,19,0,0,19,250.7,278.9,28.2,19,0.0,19,False
910224,11,0,0,11,41.625,60.75,19.125,11,0.0,11,False
910226,8,0,2,6,43.375,59.875,16.5,8,0.25,8,False
910516,32,0,0,32,89.54545454545455,121.4090909090909,31.863636363636363,32,0.0,32,False
910520,0,198,0,0,339.28,392.3,,0,,198,True
910524,0,85,0,0,587.6,715.0,,0,,85,True
910530,0,1061,0,0,1744.142857142857,2361.5714285714284,,0,,1061,False
910532,0,151,0,0,505.4117647058824,608.8235294117648,,0,,151,True
