operator_id,inbound_attempts,inbound_records,total_inbound_wait_seconds,active_inbound_days,missed_inbound_calls,missed_inbound_rate,avg_inbound_wait_per_call_seconds,share_total_missed_calls,active_inbound_weeks,above_10pct_project_reference,exploratory_30plus_calls_view,outbound_calls,outbound_records,active_outbound_days,active_outbound_weeks,outbound_calls_per_active_day,total_assigned_calls,inbound_call_share,outbound_call_share
882684,613.0,50.0,9526.0,46.0,4.0,0.0065252854812398045,15.539967373572594,0.004319654427645789,11.0,False,True,661.0,104.0,58.0,13.0,11.39655172413793,1274.0,0.4811616954474097,0.5188383045525903
882686,766.0,68.0,11271.0,63.0,6.0,0.007832898172323759,14.714099216710183,0.0064794816414686825,14.0,False,True,2884.0,156.0,77.0,16.0,37.45454545454545,3650.0,0.20986301369863014,0.7901369863013699
882688,15.0,2.0,673.0,2.0,0.0,0.0,44.86666666666667,0.0,2.0,False,False,43.0,7.0,4.0,3.0,10.75,58.0,0.25862068965517243,0.7413793103448276
882690,171.0,22.0,7102.0,20.0,2.0,0.011695906432748537,41.53216374269006,0.0021598272138228943,6.0,False,True,1417.0,41.0,21.0,5.0,67.47619047619048,1588.0,0.10768261964735516,0.8923173803526449
883018,0.0,,,,0.0,,,,,,,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0
883898,0.0,,,,0.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
883940,6.0,5.0,76.0,5.0,0.0,0.0,12.666666666666666,0.0,3.0,False,False,632.0,31.0,16.0,5.0,39.5,638.0,0.009404388714733543,0.9905956112852664
883942,77.0,35.0,543.0,35.0,0.0,0.0,7.0519480519480515,0.0,14.0,False,True,2030.0,114.0,57.0,15.0,35.6140350877193,2107.0,0.036544850498338874,0.9634551495016611
884294,1.0,1.0,6.0,1.0,0.0,0.0,6.0,0.0,1.0,False,False,0.0,,,,,1.0,1.0,0.0
884402,0.0,,,,0.0,,,,,,,4.0,3.0,1.0,1.0,4.0,4.0,0.0,1.0
884406,0.0,,,,0.0,,,,,,,3.0,2.0,1.0,1.0,3.0,3.0,0.0,1.0
884408,35.0,14.0,924.0,10.0,4.0,0.11428571428571428,26.4,0.004319654427645789,5.0,True,True,25.0,11.0,7.0,5.0,3.5714285714285716,60.0,0.5833333333333334,0.4166666666666667
884412,18.0,16.0,750.0,16.0,0.0,0.0,41.666666666666664,0.0,8.0,False,False,748.0,97.0,55.0,17.0,13.6,766.0,0.02349869451697128,0.9765013054830287
884478,22.0,12.0,323.0,12.0,0.0,0.0,14.681818181818182,0.0,6.0,False,False,2270.0,73.0,38.0,11.0,59.73684210526316,2292.0,0.009598603839441536,0.9904013961605584
884524,2.0,2.0,19.0,2.0,0.0,0.0,9.5,0.0,2.0,False,False,0.0,,,,,2.0,1.0,0.0
884946,12.0,7.0,159.0,7.0,0.0,0.0,13.25,0.0,5.0,False,False,1847.0,75.0,40.0,15.0,46.175,1859.0,0.006455083378160301,0.9935449166218397
885682,0.0,,,,0.0,,,,,,,3.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0
885876,992.0,90.0,9017.0,73.0,20.0,0.020161290322580645,9.089717741935484,0.02159827213822894,16.0,False,True,58437.0,193.0,97.0,16.0,602.4432989690722,59429.0,0.016692187315956855,0.9833078126840431
885890,1244.0,94.0,11306.0,73.0,26.0,0.02090032154340836,9.088424437299036,0.028077753779697623,12.0,False,True,58977.0,159.0,80.0,12.0,737.2125,60221.0,0.02065724581126185,0.9793427541887382
886146,1.0,1.0,9.0,1.0,0.0,0.0,9.0,0.0,1.0,False,False,49.0,16.0,9.0,6.0,5.444444444444445,50.0,0.02,0.98
886674,11.0,9.0,168.0,9.0,0.0,0.0,15.272727272727273,0.0,6.0,False,False,0.0,,,,,11.0,1.0,0.0
886892,2.0,1.0,58.0,1.0,0.0,0.0,29.0,0.0,1.0,False,False,0.0,,,,,2.0,1.0,0.0
887276,431.0,69.0,12159.0,66.0,3.0,0.0069605568445475635,28.211136890951277,0.0032397408207343412,14.0,False,True,896.0,198.0,70.0,15.0,12.8,1327.0,0.32479276563677467,0.6752072343632253
887278,52.0,24.0,899.0,24.0,0.0,0.0,17.28846153846154,0.0,9.0,False,True,256.0,75.0,41.0,11.0,6.2439024390243905,308.0,0.16883116883116883,0.8311688311688312
887280,0.0,,,,0.0,,,,,,,8.0,6.0,5.0,2.0,1.6,8.0,0.0,1.0
887282,28.0,20.0,1249.0,20.0,0.0,0.0,44.607142857142854,0.0,12.0,False,False,2327.0,92.0,46.0,14.0,50.58695652173913,2355.0,0.0118895966029724,0.9881104033970276
887416,18.0,11.0,301.0,11.0,0.0,0.0,16.72222222222222,0.0,8.0,False,False,0.0,,,,,18.0,1.0,0.0
887802,16.0,6.0,209.0,6.0,0.0,0.0,13.0625,0.0,4.0,False,False,121.0,52.0,37.0,12.0,3.27027027027027,137.0,0.11678832116788321,0.8832116788321168
887992,0.0,,,,0.0,,,,,,,47.0,6.0,3.0,2.0,15.666666666666666,47.0,0.0,1.0
888406,9.0,7.0,255.0,7.0,1.0,0.1111111111111111,28.333333333333332,0.0010799136069114472,6.0,True,False,6.0,6.0,6.0,6.0,1.0,15.0,0.6,0.4
888520,6.0,5.0,94.0,5.0,0.0,0.0,15.666666666666666,0.0,5.0,False,False,0.0,,,,,6.0,1.0,0.0
888532,12.0,9.0,289.0,9.0,2.0,0.16666666666666666,24.083333333333332,0.0021598272138228943,5.0,True,False,188.0,76.0,51.0,13.0,3.6862745098039214,200.0,0.06,0.94
888534,61.0,36.0,1756.0,32.0,2.0,0.03278688524590164,28.78688524590164,0.0021598272138228943,11.0,False,True,315.0,98.0,50.0,13.0,6.3,376.0,0.1622340425531915,0.8377659574468085
888536,2.0,2.0,43.0,2.0,0.0,0.0,21.5,0.0,2.0,False,False,52.0,29.0,23.0,11.0,2.260869565217391,54.0,0.037037037037037035,0.9629629629629629
888538,1.0,1.0,24.0,1.0,0.0,0.0,24.0,0.0,1.0,False,False,5.0,5.0,5.0,5.0,1.0,6.0,0.16666666666666666,0.8333333333333334
888540,3.0,3.0,59.0,3.0,0.0,0.0,19.666666666666668,0.0,3.0,False,False,14.0,12.0,8.0,5.0,1.75,17.0,0.17647058823529413,0.8235294117647058
888868,20.0,13.0,403.0,12.0,1.0,0.05,20.15,0.0010799136069114472,6.0,False,False,52.0,18.0,9.0,3.0,5.777777777777778,72.0,0.2777777777777778,0.7222222222222222
889410,439.0,79.0,2777.0,79.0,0.0,0.0,6.325740318906606,0.0,16.0,False,True,1015.0,163.0,87.0,16.0,11.666666666666666,1454.0,0.30192572214580465,0.6980742778541953
889638,4.0,3.0,58.0,3.0,0.0,0.0,14.5,0.0,3.0,False,False,0.0,,,,,4.0,1.0,0.0
889640,2.0,2.0,27.0,2.0,0.0,0.0,13.5,0.0,1.0,False,False,0.0,,,,,2.0,1.0,0.0
889754,480.0,72.0,3807.0,70.0,2.0,0.004166666666666667,7.93125,0.0021598272138228943,16.0,False,True,1207.0,127.0,67.0,15.0,18.01492537313433,1687.0,0.2845287492590397,0.7154712507409603
890226,3.0,3.0,82.0,3.0,0.0,0.0,27.333333333333332,0.0,3.0,False,False,3.0,2.0,2.0,2.0,1.5,6.0,0.5,0.5
890228,6.0,6.0,104.0,5.0,1.0,0.16666666666666666,17.333333333333332,0.0010799136069114472,3.0,True,False,86.0,37.0,28.0,11.0,3.0714285714285716,92.0,0.06521739130434782,0.9347826086956522
890232,0.0,,,,0.0,,,,,,,33.0,15.0,15.0,9.0,2.2,33.0,0.0,1.0
890234,0.0,,,,0.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
890402,539.0,73.0,5559.0,73.0,0.0,0.0,10.313543599257885,0.0,15.0,False,True,1243.0,147.0,74.0,15.0,16.7972972972973,1782.0,0.30246913580246915,0.6975308641975309
890404,516.0,77.0,5561.0,73.0,2.0,0.003875968992248062,10.777131782945736,0.0021598272138228943,15.0,False,True,1349.0,153.0,75.0,15.0,17.986666666666668,1865.0,0.2766756032171582,0.7233243967828418
890406,425.0,74.0,4021.0,70.0,4.0,0.009411764705882352,9.461176470588235,0.004319654427645789,15.0,False,True,1197.0,142.0,72.0,15.0,16.625,1622.0,0.26202219482120837,0.7379778051787916
890410,16.0,3.0,108.0,3.0,0.0,0.0,6.75,0.0,1.0,False,False,1216.0,144.0,72.0,15.0,16.88888888888889,1232.0,0.012987012987012988,0.987012987012987
890412,23.0,7.0,369.0,7.0,0.0,0.0,16.043478260869566,0.0,2.0,False,False,1112.0,139.0,72.0,15.0,15.444444444444445,1135.0,0.02026431718061674,0.9797356828193833
890416,0.0,,,,0.0,,,,,,,1271.0,139.0,73.0,15.0,17.410958904109588,1271.0,0.0,1.0
890420,0.0,,,,0.0,,,,,,,695.0,79.0,43.0,10.0,16.162790697674417,695.0,0.0,1.0
890422,0.0,,,,0.0,,,,,,,402.0,56.0,31.0,10.0,12.96774193548387,402.0,0.0,1.0
890582,104.0,40.0,1306.0,39.0,1.0,0.009615384615384616,12.557692307692308,0.0010799136069114472,12.0,False,True,58.0,26.0,18.0,8.0,3.2222222222222223,162.0,0.6419753086419753,0.35802469135802467
890618,73.0,31.0,84.0,30.0,1.0,0.0136986301369863,1.1506849315068493,0.0010799136069114472,13.0,False,True,270.0,46.0,26.0,9.0,10.384615384615385,343.0,0.21282798833819241,0.7871720116618076
891152,0.0,,,,0.0,,,,,,,273.0,85.0,55.0,14.0,4.963636363636364,273.0,0.0,1.0
891154,0.0,,,,0.0,,,,,,,528.0,118.0,70.0,15.0,7.542857142857143,528.0,0.0,1.0
891156,0.0,,,,0.0,,,,,,,18.0,11.0,7.0,4.0,2.5714285714285716,18.0,0.0,1.0
891158,0.0,,,,0.0,,,,,,,264.0,96.0,64.0,15.0,4.125,264.0,0.0,1.0
891160,0.0,,,,0.0,,,,,,,370.0,73.0,46.0,13.0,8.043478260869565,370.0,0.0,1.0
891162,0.0,,,,0.0,,,,,,,104.0,35.0,25.0,12.0,4.16,104.0,0.0,1.0
891166,0.0,,,,0.0,,,,,,,231.0,89.0,58.0,15.0,3.9827586206896552,231.0,0.0,1.0
891170,0.0,,,,0.0,,,,,,,193.0,40.0,24.0,7.0,8.041666666666666,193.0,0.0,1.0
891192,0.0,,,,0.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
891250,0.0,,,,0.0,,,,,,,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0
891252,0.0,,,,0.0,,,,,,,86.0,13.0,7.0,3.0,12.285714285714286,86.0,0.0,1.0
891254,1.0,1.0,26.0,1.0,0.0,0.0,26.0,0.0,1.0,False,False,0.0,,,,,1.0,1.0,0.0
891410,660.0,70.0,8713.0,68.0,2.0,0.0030303030303030303,13.201515151515151,0.0021598272138228943,15.0,False,True,2737.0,191.0,75.0,15.0,36.49333333333333,3397.0,0.19428907859876363,0.8057109214012363
891414,503.0,59.0,5923.0,58.0,1.0,0.0019880715705765406,11.77534791252485,0.0010799136069114472,14.0,False,True,2498.0,190.0,72.0,15.0,34.69444444444444,3001.0,0.1676107964011996,0.8323892035988004
891416,142.0,47.0,2081.0,47.0,0.0,0.0,14.654929577464788,0.0,12.0,False,True,758.0,143.0,61.0,14.0,12.426229508196721,900.0,0.15777777777777777,0.8422222222222222
891646,8.0,7.0,164.0,7.0,0.0,0.0,20.5,0.0,7.0,False,False,0.0,,,,,8.0,1.0,0.0
891744,5.0,4.0,107.0,4.0,0.0,0.0,21.4,0.0,2.0,False,False,6.0,4.0,4.0,2.0,1.5,11.0,0.45454545454545453,0.5454545454545454
891746,0.0,,,,0.0,,,,,,,33.0,5.0,3.0,1.0,11.0,33.0,0.0,1.0
891824,12.0,7.0,195.0,7.0,0.0,0.0,16.25,0.0,4.0,False,False,32.0,12.0,8.0,5.0,4.0,44.0,0.2727272727272727,0.7272727272727273
891900,33.0,17.0,1240.0,17.0,0.0,0.0,37.57575757575758,0.0,10.0,False,True,0.0,,,,,33.0,1.0,0.0
891906,67.0,29.0,1782.0,29.0,0.0,0.0,26.597014925373134,0.0,12.0,False,True,0.0,,,,,67.0,1.0,0.0
891908,39.0,27.0,396.0,27.0,0.0,0.0,10.153846153846153,0.0,15.0,False,True,9.0,5.0,3.0,3.0,3.0,48.0,0.8125,0.1875
891918,5.0,5.0,156.0,5.0,0.0,0.0,31.2,0.0,5.0,False,False,1.0,1.0,1.0,1.0,1.0,6.0,0.8333333333333334,0.16666666666666666
891946,16.0,13.0,316.0,13.0,0.0,0.0,19.75,0.0,9.0,False,False,32.0,14.0,11.0,5.0,2.909090909090909,48.0,0.3333333333333333,0.6666666666666666
891948,1.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,False,False,0.0,,,,,1.0,1.0,0.0
891970,0.0,,,,0.0,,,,,,,15.0,2.0,1.0,1.0,15.0,15.0,0.0,1.0
891976,0.0,,,,0.0,,,,,,,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0
891988,414.0,63.0,3865.0,63.0,0.0,0.0,9.33574879227053,0.0,14.0,False,True,474.0,105.0,63.0,15.0,7.523809523809524,888.0,0.46621621621621623,0.5337837837837838
892028,0.0,,,,0.0,,,,,,,1337.0,64.0,33.0,13.0,40.515151515151516,1337.0,0.0,1.0
892530,9.0,7.0,302.0,7.0,0.0,0.0,33.55555555555556,0.0,4.0,False,False,9.0,8.0,7.0,5.0,1.2857142857142858,18.0,0.5,0.5
892532,65.0,28.0,1863.0,28.0,0.0,0.0,28.661538461538463,0.0,12.0,False,True,90.0,39.0,26.0,13.0,3.4615384615384617,155.0,0.41935483870967744,0.5806451612903226
892534,28.0,8.0,941.0,8.0,0.0,0.0,33.607142857142854,0.0,4.0,False,False,11.0,6.0,5.0,4.0,2.2,39.0,0.717948717948718,0.28205128205128205
892536,16.0,11.0,582.0,11.0,0.0,0.0,36.375,0.0,5.0,False,False,13.0,10.0,8.0,4.0,1.625,29.0,0.5517241379310345,0.4482758620689655
892538,10.0,6.0,300.0,6.0,0.0,0.0,30.0,0.0,4.0,False,False,116.0,19.0,12.0,5.0,9.666666666666666,126.0,0.07936507936507936,0.9206349206349206
892798,1.0,1.0,43.0,1.0,0.0,0.0,43.0,0.0,1.0,False,False,36.0,3.0,2.0,1.0,18.0,37.0,0.02702702702702703,0.972972972972973
892800,0.0,,,,0.0,,,,,,,8.0,3.0,2.0,2.0,4.0,8.0,0.0,1.0
893172,38.0,23.0,895.0,23.0,0.0,0.0,23.55263157894737,0.0,10.0,False,True,3.0,2.0,1.0,1.0,3.0,41.0,0.926829268292683,0.07317073170731707
893400,2.0,2.0,39.0,1.0,0.0,0.0,19.5,0.0,1.0,False,False,3.0,3.0,1.0,1.0,3.0,5.0,0.4,0.6
893402,338.0,82.0,5555.0,73.0,3.0,0.008875739644970414,16.43491124260355,0.0032397408207343412,14.0,False,True,51.0,35.0,29.0,10.0,1.7586206896551724,389.0,0.8688946015424165,0.13110539845758354
893420,206.0,51.0,4221.0,48.0,1.0,0.0048543689320388345,20.490291262135923,0.0010799136069114472,12.0,False,True,29.0,21.0,16.0,8.0,1.8125,235.0,0.8765957446808511,0.12340425531914893
893674,0.0,,,,0.0,,,,,,,2468.0,83.0,42.0,12.0,58.76190476190476,2468.0,0.0,1.0
893700,0.0,,,,0.0,,,,,,,6.0,3.0,2.0,2.0,3.0,6.0,0.0,1.0
893804,2433.0,107.0,12458.0,93.0,10.0,0.004110152075626798,5.120427455815865,0.01079913606911447,14.0,False,True,3413.0,182.0,84.0,14.0,40.63095238095238,5846.0,0.4161820047895997,0.5838179952104002
894120,18.0,9.0,428.0,9.0,1.0,0.05555555555555555,23.77777777777778,0.0010799136069114472,4.0,False,False,0.0,,,,,18.0,1.0,0.0
894224,11.0,9.0,115.0,6.0,1.0,0.09090909090909091,10.454545454545455,0.0010799136069114472,4.0,False,False,33.0,8.0,8.0,5.0,4.125,44.0,0.25,0.75
894226,0.0,,,,0.0,,,,,,,24.0,11.0,6.0,6.0,4.0,24.0,0.0,1.0
894230,6.0,3.0,95.0,3.0,1.0,0.16666666666666666,15.833333333333334,0.0010799136069114472,3.0,True,False,15.0,9.0,6.0,4.0,2.5,21.0,0.2857142857142857,0.7142857142857143
894232,4.0,3.0,43.0,3.0,1.0,0.25,10.75,0.0010799136069114472,3.0,True,False,16.0,10.0,8.0,5.0,2.0,20.0,0.2,0.8
894614,8.0,6.0,115.0,5.0,1.0,0.125,14.375,0.0010799136069114472,3.0,True,False,0.0,,,,,8.0,1.0,0.0
894656,20.0,15.0,483.0,15.0,0.0,0.0,24.15,0.0,11.0,False,False,3167.0,138.0,69.0,15.0,45.89855072463768,3187.0,0.006275494195167869,0.9937245058048322
894662,1.0,1.0,9.0,1.0,0.0,0.0,9.0,0.0,1.0,False,False,37.0,17.0,11.0,7.0,3.3636363636363638,38.0,0.02631578947368421,0.9736842105263158
894934,0.0,,,,0.0,,,,,,,19.0,3.0,2.0,1.0,9.5,19.0,0.0,1.0
895140,4.0,2.0,152.0,2.0,0.0,0.0,38.0,0.0,2.0,False,False,0.0,,,,,4.0,1.0,0.0
895170,11.0,10.0,161.0,10.0,0.0,0.0,14.636363636363637,0.0,4.0,False,False,0.0,,,,,11.0,1.0,0.0
895172,8.0,6.0,92.0,6.0,0.0,0.0,11.5,0.0,4.0,False,False,82.0,33.0,20.0,6.0,4.1,90.0,0.08888888888888889,0.9111111111111111
895266,2.0,2.0,20.0,2.0,0.0,0.0,10.0,0.0,2.0,False,False,1.0,1.0,1.0,1.0,1.0,3.0,0.6666666666666666,0.3333333333333333
895370,0.0,,,,0.0,,,,,,,10.0,2.0,1.0,1.0,10.0,10.0,0.0,1.0
895574,96.0,47.0,1456.0,46.0,3.0,0.03125,15.166666666666666,0.0032397408207343412,14.0,False,True,0.0,,,,,96.0,1.0,0.0
895576,70.0,40.0,1207.0,39.0,1.0,0.014285714285714285,17.242857142857144,0.0010799136069114472,14.0,False,True,0.0,,,,,70.0,1.0,0.0
895578,57.0,37.0,844.0,37.0,0.0,0.0,14.807017543859649,0.0,14.0,False,True,0.0,,,,,57.0,1.0,0.0
895598,3.0,2.0,18.0,2.0,0.0,0.0,6.0,0.0,2.0,False,False,2.0,2.0,2.0,2.0,1.0,5.0,0.6,0.4
895774,13.0,6.0,142.0,6.0,0.0,0.0,10.923076923076923,0.0,3.0,False,False,105.0,33.0,21.0,7.0,5.0,118.0,0.11016949152542373,0.8898305084745762
895776,12.0,10.0,175.0,10.0,1.0,0.08333333333333333,14.583333333333334,0.0010799136069114472,7.0,False,False,239.0,43.0,24.0,7.0,9.958333333333334,251.0,0.04780876494023904,0.952191235059761
895782,13.0,8.0,249.0,8.0,0.0,0.0,19.153846153846153,0.0,3.0,False,False,0.0,,,,,13.0,1.0,0.0
895786,36.0,14.0,833.0,14.0,0.0,0.0,23.13888888888889,0.0,5.0,False,True,0.0,,,,,36.0,1.0,0.0
896008,0.0,,,,0.0,,,,,,,193.0,75.0,61.0,14.0,3.1639344262295084,193.0,0.0,1.0
896010,10.0,7.0,186.0,7.0,0.0,0.0,18.6,0.0,5.0,False,False,4.0,3.0,2.0,2.0,2.0,14.0,0.7142857142857143,0.2857142857142857
896012,244.0,62.0,1471.0,61.0,1.0,0.004098360655737705,6.028688524590164,0.0010799136069114472,14.0,False,True,0.0,,,,,244.0,1.0,0.0
896014,14.0,12.0,189.0,12.0,0.0,0.0,13.5,0.0,7.0,False,False,8.0,6.0,6.0,5.0,1.3333333333333333,22.0,0.6363636363636364,0.36363636363636365
896016,71.0,29.0,551.0,29.0,0.0,0.0,7.76056338028169,0.0,11.0,False,True,254.0,110.0,53.0,12.0,4.7924528301886795,325.0,0.21846153846153846,0.7815384615384615
896018,8.0,8.0,217.0,8.0,0.0,0.0,27.125,0.0,7.0,False,False,9.0,7.0,6.0,4.0,1.5,17.0,0.47058823529411764,0.5294117647058824
896020,16.0,3.0,15.0,3.0,0.0,0.0,0.9375,0.0,2.0,False,False,0.0,,,,,16.0,1.0,0.0
896382,36.0,11.0,430.0,11.0,0.0,0.0,11.944444444444445,0.0,3.0,False,True,392.0,20.0,10.0,3.0,39.2,428.0,0.08411214953271028,0.9158878504672897
896384,0.0,,,,0.0,,,,,,,28.0,3.0,2.0,1.0,14.0,28.0,0.0,1.0
896386,0.0,,,,0.0,,,,,,,76.0,2.0,1.0,1.0,76.0,76.0,0.0,1.0
896390,0.0,,,,0.0,,,,,,,97.0,10.0,6.0,2.0,16.166666666666668,97.0,0.0,1.0
896428,23.0,8.0,189.0,8.0,0.0,0.0,8.217391304347826,0.0,4.0,False,False,185.0,31.0,17.0,4.0,10.882352941176471,208.0,0.11057692307692307,0.8894230769230769
896430,1.0,1.0,13.0,1.0,0.0,0.0,13.0,0.0,1.0,False,False,14.0,4.0,2.0,1.0,7.0,15.0,0.06666666666666667,0.9333333333333333
896536,182.0,67.0,3783.0,62.0,2.0,0.01098901098901099,20.785714285714285,0.0021598272138228943,14.0,False,True,0.0,,,,,182.0,1.0,0.0
896538,14.0,11.0,665.0,11.0,1.0,0.07142857142857142,47.5,0.0010799136069114472,7.0,False,False,0.0,,,,,14.0,1.0,0.0
896708,66.0,11.0,792.0,11.0,0.0,0.0,12.0,0.0,3.0,False,True,152.0,23.0,12.0,3.0,12.666666666666666,218.0,0.30275229357798167,0.6972477064220184
897030,6.0,5.0,76.0,5.0,0.0,0.0,12.666666666666666,0.0,3.0,False,False,75.0,16.0,11.0,4.0,6.818181818181818,81.0,0.07407407407407407,0.9259259259259259
897872,3.0,3.0,65.0,2.0,1.0,0.3333333333333333,21.666666666666668,0.0010799136069114472,2.0,True,False,49.0,26.0,19.0,11.0,2.5789473684210527,52.0,0.057692307692307696,0.9423076923076923
897894,0.0,,,,0.0,,,,,,,19.0,5.0,5.0,3.0,3.8,19.0,0.0,1.0
898414,24.0,3.0,258.0,2.0,1.0,0.041666666666666664,10.75,0.0010799136069114472,1.0,False,False,59.0,4.0,2.0,1.0,29.5,83.0,0.2891566265060241,0.7108433734939759
898422,64.0,10.0,467.0,9.0,1.0,0.015625,7.296875,0.0010799136069114472,3.0,False,True,23.0,12.0,10.0,4.0,2.3,87.0,0.735632183908046,0.26436781609195403
898434,0.0,,,,0.0,,,,,,,10.0,6.0,3.0,1.0,3.3333333333333335,10.0,0.0,1.0
898558,22.0,12.0,622.0,12.0,0.0,0.0,28.272727272727273,0.0,5.0,False,False,0.0,,,,,22.0,1.0,0.0
898560,19.0,8.0,624.0,8.0,0.0,0.0,32.8421052631579,0.0,4.0,False,False,0.0,,,,,19.0,1.0,0.0
898676,2.0,2.0,16.0,2.0,0.0,0.0,8.0,0.0,1.0,False,False,0.0,,,,,2.0,1.0,0.0
898892,12.0,10.0,199.0,10.0,0.0,0.0,16.583333333333332,0.0,7.0,False,False,82.0,36.0,24.0,9.0,3.4166666666666665,94.0,0.1276595744680851,0.8723404255319149
898902,0.0,,,,0.0,,,,,,,22.0,7.0,5.0,2.0,4.4,22.0,0.0,1.0
898906,19.0,4.0,228.0,4.0,0.0,0.0,12.0,0.0,2.0,False,False,127.0,9.0,4.0,2.0,31.75,146.0,0.13013698630136986,0.8698630136986302
898920,13.0,2.0,194.0,2.0,0.0,0.0,14.923076923076923,0.0,1.0,False,False,37.0,3.0,2.0,1.0,18.5,50.0,0.26,0.74
899076,0.0,,,,0.0,,,,,,,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0
899082,655.0,69.0,13463.0,68.0,1.0,0.0015267175572519084,20.554198473282444,0.0010799136069114472,12.0,False,True,1511.0,136.0,71.0,13.0,21.281690140845072,2166.0,0.30240073868882733,0.6975992613111727
899250,286.0,84.0,4577.0,79.0,5.0,0.017482517482517484,16.003496503496503,0.005399568034557235,14.0,False,True,1374.0,132.0,72.0,13.0,19.083333333333332,1660.0,0.172289156626506,0.827710843373494
899268,31.0,24.0,644.0,24.0,2.0,0.06451612903225806,20.774193548387096,0.0021598272138228943,13.0,False,True,0.0,,,,,31.0,1.0,0.0
899788,0.0,,,,0.0,,,,,,,603.0,39.0,18.0,5.0,33.5,603.0,0.0,1.0
899790,0.0,,,,0.0,,,,,,,716.0,33.0,18.0,5.0,39.77777777777778,716.0,0.0,1.0
899892,3.0,3.0,95.0,3.0,0.0,0.0,31.666666666666668,0.0,3.0,False,False,0.0,,,,,3.0,1.0,0.0
899898,2.0,2.0,50.0,2.0,0.0,0.0,25.0,0.0,2.0,False,False,0.0,,,,,2.0,1.0,0.0
899900,2.0,2.0,116.0,2.0,0.0,0.0,58.0,0.0,2.0,False,False,0.0,,,,,2.0,1.0,0.0
899906,1.0,1.0,19.0,1.0,0.0,0.0,19.0,0.0,1.0,False,False,0.0,,,,,1.0,1.0,0.0
899912,1.0,1.0,19.0,1.0,0.0,0.0,19.0,0.0,1.0,False,False,0.0,,,,,1.0,1.0,0.0
899932,0.0,,,,0.0,,,,,,,711.0,43.0,19.0,5.0,37.421052631578945,711.0,0.0,1.0
899964,0.0,,,,0.0,,,,,,,418.0,29.0,15.0,4.0,27.866666666666667,418.0,0.0,1.0
899968,0.0,,,,0.0,,,,,,,364.0,30.0,15.0,4.0,24.266666666666666,364.0,0.0,1.0
899972,0.0,,,,0.0,,,,,,,191.0,32.0,16.0,4.0,11.9375,191.0,0.0,1.0
900180,9.0,2.0,72.0,2.0,0.0,0.0,8.0,0.0,2.0,False,False,1682.0,102.0,44.0,11.0,38.22727272727273,1691.0,0.005322294500295683,0.9946777054997044
900192,1.0,1.0,5.0,1.0,0.0,0.0,5.0,0.0,1.0,False,False,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
